lat_lowestmode,lon_lowestmode,elev_lowestmode,shot_number,agbd,l4_quality_flag,land_cover_data/pft_class
31.915596170846943,-89.40119021878722,767.3779,61350000200246364,-9999.0,0,4
31.915980585816232,-89.40074588355195,699.11316,61350000200246365,-9999.0,0,4
31.91634532806072,-89.40032563473747,709.0923,61350000200246366,-9999.0,0,4
31.916711666609096,-89.39990338152911,712.57056,61350000200246367,-9999.0,0,4
31.917089519877848,-89.39946695487085,670.01935,61350000200246368,-9999.0,0,4
31.917455641663214,-89.39904486214239,674.0488,61350000200246369,-9999.0,0,4
31.917824557168043,-89.39861928403955,666.7825,61350000200246370,-9999.0,0,4
31.918187769338754,-89.39820063801017,682.0633,61350000200246371,23.71201,0,4
31.918554005574496,-89.39777821584734,685.114,61350000200246372,-9999.0,0,4
31.918924770430188,-89.39735016812295,669.9335,61350000200246373,-9999.0,0,4
31.91928993558621,-89.39692891299764,676.8677,61350000200246374,-9999.0,0,4
31.9196614646629,-89.39649977309031,658.2398,61350000200246375,-9999.0,0,4
31.92001102376771,-89.39609749732831,726.9318,61350000200246376,-9999.0,0,4
31.92039170728294,-89.3956569662065,671.42505,61350000200246377,-9999.0,0,4
31.92075665356366,-89.39523565623122,678.41315,61350000200246378,-9999.0,0,4
31.921124848527807,-89.394810282024,672.26825,61350000200246379,-9999.0,0,4
31.92148718379742,-89.3943920159745,689.2818,61350000200246380,-9999.0,0,4
31.92185065892071,-89.39397227390926,701.57007,61350000200246381,-9999.0,0,4
31.922222689728876,-89.3935419609984,679.59576,61350000200246382,-9999.0,0,4
31.922558222532125,-89.39315634085787,803.03815,61350000200246383,-9999.0,0,4
31.922924731212152,-89.39273265566602,803.08093,61350000200246384,-9999.0,0,4
31.923291259461358,-89.39230887187162,802.88806,61350000200246385,-9999.0,0,4
31.923679808029533,-89.39185800510059,714.8073,61350000200246386,-9999.0,0,4
31.92402402033811,-89.39146144646973,803.2171,61350000200246387,-9999.0,0,4
31.924390480350375,-89.39103752759796,802.8462,61350000200246388,-9999.0,0,4
31.924939546756086,-89.3903895535762,74.86606,61350000200246389,48.061047,0,4
31.925305537939263,-89.38996606597719,76.08654,61350000200246390,50.627434,0,4
31.925671393326848,-89.3895426752985,77.720924,61350000200246391,54.621452,0,4
31.92603747938294,-89.38911893282845,78.31215,61350000200246392,94.89051,0,4
31.926402855329478,-89.38869599349208,81.61626,61350000200246393,165.91121,0,4
31.926768685875135,-89.38827242939875,82.99744,61350000200246394,122.730484,0,4
31.927133337656894,-89.38785024502748,88.967186,61350000200246395,91.19869,0,4
31.927498777592074,-89.38742702843052,91.69539,61350000200246396,87.048775,0,4
31.927863877945555,-89.38700416383327,95.68228,61350000200246397,103.30715,0,4
31.92822901711052,-89.38658118791766,99.42442,61350000200246398,77.70367,0,4
31.928595152123464,-89.38615692751551,99.113525,61350000200246399,55.1636,0,4
31.9289608711063,-89.38573311650477,100.382324,61350000200246400,108.57202,0,4
31.92932455614514,-89.385311745302,109.68911,61350000200246401,86.576515,0,4
31.929690244558785,-89.38488786717367,110.96369,61350000200246402,78.33605,0,4
31.930056028538754,-89.3844638287031,111.81873,61350000200246403,79.73599,0,4
31.93042099630134,-89.38404075471897,115.90301,61350000200246404,72.36442,0,4
31.930786393043377,-89.38361712372952,118.26703,61350000200246405,68.6706,0,4
31.931151665985173,-89.38319362005252,121.127914,61350000200246406,77.55463,0,4
31.931517472204188,-89.38276944373516,121.87996,61350000200246407,78.988434,0,4
31.931883117094795,-89.38234545313738,123.307106,61350000200246408,-9999.0,0,4
31.932248931861437,-89.38192124805404,124.10104,61350000200246409,11.873203,0,4
31.932614640987556,-89.38149717274281,125.37363,61350000200246410,55.083046,0,4
31.932980847409404,-89.38107248922705,124.48007,61350000200246411,59.329514,0,4
31.93334831884213,-89.380646264325,118.53535,61350000200246412,-9999.0,0,4
31.933714772981926,-89.38022130623375,116.74172,61350000200246413,-9999.0,0,4
31.9340800074621,-89.37979786953218,119.921585,61350000200246414,-9999.0,0,4
31.93443447368224,-89.37938767712653,166.12816,61350000200246415,-9999.0,0,4
31.93480062493003,-89.37896318376696,165.92018,61350000200246416,-9999.0,0,4
31.935042439413873,-89.37869130733834,661.29706,61350000200246417,176.41986,0,4
31.93540496075035,-89.3782713632372,675.8774,61350000200246418,-9999.0,0,4
31.9357443990887,-89.37787980067205,782.6238,61350000200246419,-9999.0,0,4
31.936129464669612,-89.37743230926996,707.7417,61350000200246420,-9999.0,0,4
31.936493251407693,-89.37701099770395,717.8629,61350000200246421,-9999.0,0,4
31.93685174507592,-89.37659625576764,749.2981,61350000200246422,-9999.0,0,4
