lat_lowestmode,lon_lowestmode,elev_lowestmode,shot_number,agbd,l4_quality_flag,land_cover_data/pft_class
35.10270767903851,-84.43997196032987,725.1112,61090000300415887,-9999.0,0,4
35.102353959222675,-84.43953071288198,756.97046,61090000300415888,-9999.0,0,4
35.10200239813851,-84.4390697243806,752.83905,61090000300415889,-9999.0,0,4
35.1016495877469,-84.43862003577449,769.35254,61090000300415890,-9999.0,0,4
35.101295799155054,-84.43817921543688,802.0637,61090000300415891,-9999.0,0,4
35.10094269551322,-84.43773214887565,823.3848,61090000300415892,-9999.0,0,4
35.100589729786705,-84.43728383995682,842.4388,61090000300415893,-9999.0,0,4
35.10023511124601,-84.43685061674552,889.01483,61090000300415894,-9999.0,0,4
35.09988141155589,-84.4364090997982,920.4387,61090000300415895,-9999.0,0,4
35.09952873809161,-84.43595833739273,934.9658,61090000300415896,14.799695,0,4
35.09917714715232,-84.43549783795123,931.69147,61090000300415897,55.246117,0,4
35.098825784744164,-84.43503540762966,924.85175,61090000300415898,-9999.0,0,4
35.09847550222744,-84.43456331665755,900.3335,61090000300415899,-9999.0,0,4
35.09812478017164,-84.4340954269984,883.4256,61090000300415900,11.835078,0,4
35.097779123455076,-84.43358163608522,782.6874,61090000300415901,-9999.0,0,4
35.097428250255106,-84.43311560586602,769.034,61090000300415902,-9999.0,0,4
35.09707469829027,-84.43267425219929,800.33154,61090000300415903,-9999.0,0,4
35.096716675281,-84.43227393889575,906.43494,61090000300415904,15.77464,0,4
35.09636501355713,-84.43181602127216,907.31824,61090000300415905,-9999.0,0,4
35.09601541567951,-84.43133966812474,874.4521,61090000300415906,-9999.0,0,4
35.095664615196874,-84.43087465476101,862.16724,61090000300415907,20.323185,0,4
35.0953196416706,-84.4303569767924,753.6518,61090000300415908,-9999.0,0,4
35.09496821116355,-84.4298985666047,753.1643,61090000300415909,-9999.0,0,4
35.09461950183378,-84.42941583164297,708.14996,61090000300415910,-9999.0,0,4
35.09426813165984,-84.42895784002415,708.1422,61090000300415911,-9999.0,0,4
35.09391808919149,-84.4284882668723,686.84784,61090000300415912,-9999.0,0,4
35.09356682701172,-84.42803029027625,686.57043,61090000300415913,-9999.0,0,4
35.093210316656226,-84.42762057086271,774.22516,61090000300415914,-9999.0,0,4
35.092861948694235,-84.4271370295363,727.0391,61090000300415915,-9999.0,0,4
35.09250909946875,-84.42669464031482,754.8475,61090000300415916,-9999.0,0,4
35.09215659307445,-84.42624938907174,777.3377,61090000300415917,-9999.0,0,4
35.09180398726855,-84.42580525564969,801.78436,61090000300415918,-9999.0,0,4
35.09145120580977,-84.42536287838864,829.36536,61090000300415919,7.6256166,0,4
35.09109944610615,-84.42491128568385,840.07245,61090000300415920,-9999.0,0,4
35.09074790679555,-84.42445773098318,847.1518,61090000300415921,-9999.0,0,4
35.090397380212664,-84.42399493368362,837.32983,61090000300415922,-9999.0,0,4
35.09004521870926,-84.42354696702184,854.55457,61090000300415923,-9999.0,0,4
35.0896931838231,-84.42309772600892,869.4459,61090000300415924,-9999.0,0,4
35.08934079031873,-84.422651577715,889.9867,61090000300415925,-9999.0,0,4
35.08899038252715,-84.42218709424914,877.08075,61090000300415926,-9999.0,0,4
35.08864083464189,-84.42171448834694,849.37836,61090000300415927,-9999.0,0,4
35.0882915511009,-84.42123912740291,816.69086,61090000300415928,-9999.0,0,4
35.087941368529165,-84.4207715656123,798.2909,61090000300415929,-9999.0,0,4
35.08759235460051,-84.42029289045772,759.67566,61090000300415930,11.919867,0,4
35.08688189833902,-84.42310834244674,6738.9263,61090000300415931,-9999.0,0,4
35.08689018175792,-84.41937175869573,748.7961,61090000300415932,-9999.0,0,4
35.08653823954906,-84.41891808905622,756.094,61090000300415933,-9999.0,0,4
35.086187786456215,-84.41845017360481,737.5085,61090000300415934,27.041006,0,4
35.08583768323519,-84.41797834102668,711.9026,61090000300415935,-9999.0,0,4
35.0854853256586,-84.41752627594023,722.51697,61090000300415936,-9999.0,0,4
35.0851338136851,-84.41706571578558,717.76917,61090000300415937,-9999.0,0,4
35.08478260581777,-84.416601608072,706.6891,61090000300415938,-9999.0,0,4
35.084429898565034,-84.41615042411625,719.3344,61090000300415939,-9999.0,0,4
35.08407673724492,-84.41570264598542,738.3319,61090000300415940,-9999.0,0,4
35.0837228090181,-84.41526115610617,768.938,61090000300415941,-9999.0,0,4
35.083371403529924,-84.41479596542831,756.4128,61090000300415942,53.384583,0,4
35.083020882864126,-84.41432202880841,728.05084,61090000300415943,40.73137,0,4
35.082669248567534,-84.41385760031481,717.1643,61090000300415944,-9999.0,0,4
35.0823174610493,-84.41339393801013,707.7947,61090000300415945,-9999.0,0,4
35.08196688750101,-84.41291858216121,677.1993,61090000300415946,-9999.0,0,4
35.08161568574986,-84.41244836899948,656.0999,61090000300415947,-9999.0,0,4
35.08126482043529,-84.41197451199348,628.4601,61090000300415948,-9999.0,0,4
35.080913727513725,-84.4115021744948,603.69946,61090000300415949,-9999.0,0,4
35.08056309548812,-84.4110250982422,570.39246,61090000300415950,-9999.0,0,4
35.08021175368324,-84.41055398697344,548.07086,61090000300415951,40.56653,0,4
35.07985803484742,-84.41010408399592,564.55145,61090000300415952,71.61698,0,4
35.079504215561855,-84.40965462224094,581.93097,61090000300415953,20.581297,0,4
35.07915239501122,-84.40918646514127,565.2775,61090000300415954,81.891716,0,4
35.07879909720556,-84.4087313633503,572.53754,61090000300415955,-9999.0,0,4
35.078445410123514,-84.40827940108575,585.61017,61090000300415956,-9999.0,0,4
35.078093278142504,-84.4078128473714,572.13074,61090000300415957,75.894196,0,4
35.07774152966526,-84.40734241715022,551.652,61090000300415958,15.118205,0,4
35.077389242826555,-84.40687654636828,539.5684,61090000300415959,-9999.0,0,4
35.077036754819446,-84.40641218208837,530.30286,61090000300415960,85.3418,0,4
35.076683129944215,-84.405957922971,539.54016,61090000300415961,65.06373,0,4
35.0763287546749,-84.40551031634733,560.9663,61090000300415962,-9999.0,0,4
35.075976206251376,-84.4050458870139,551.72473,61090000300415963,-9999.0,0,4
35.07562348348401,-84.40458301386586,545.3413,61090000300415964,39.03721,0,4
35.07527036236061,-84.40412382263277,545.6828,61090000300415965,-9999.0,0,4
35.074917774259106,-84.40365987323547,537.33344,61090000300415966,-9999.0,0,4
35.074565606200885,-84.40319228906624,522.32715,61090000300415967,-9999.0,0,4
35.07421333343817,-84.4027259472597,509.5513,61090000300415968,-9999.0,0,4
35.073860714447854,-84.4022631324864,503.16263,61090000300415969,14.984799,0,4
35.073507938839235,-84.40180220255617,500.1485,61090000300415970,-9999.0,0,4
35.07315572124518,-84.40133669769791,488.70657,61090000300415971,85.90413,0,4
35.072802786033854,-84.40087836825,490.26703,61090000300415972,92.46321,0,4
35.07244966296721,-84.40042245286058,496.12616,61090000300415973,47.51664,0,4
35.07209755563354,-84.39995801983534,486.32043,61090000300415974,12.268037,0,4
35.07174446519967,-84.399503442905,494.3667,61090000300415975,-9999.0,0,4
35.07139086996837,-84.39905353281905,510.98474,61090000300415976,-9999.0,0,4
35.071037814793335,-84.39859970364127,520.2872,61090000300415977,198.82953,0,4
35.070685740041334,-84.39813800525151,515.0531,61090000300415978,-9999.0,0,4
35.07033398817686,-84.39767454232154,506.4065,61090000300415979,95.944725,0,4
35.06998231458341,-84.39721162547264,498.55362,61090000300415980,-9999.0,0,4
35.06963058461908,-84.39675057738498,493.89258,61090000300415981,-9999.0,0,4
35.06927829546385,-84.39629607987018,500.95404,61090000300415982,-9999.0,0,4
35.06892866557179,-84.39581875479563,466.10876,61090000300415983,-9999.0,0,4
35.06857734710638,-84.39535848428866,462.12753,61090000300415984,19.207148,0,4
35.068225969658805,-84.39490038198312,461.8384,61090000300415985,-9999.0,0,4
35.0678747235465,-84.39444262984902,461.93866,61090000300415986,59.96006,0,4
35.067523647472036,-84.39398478617636,461.6396,61090000300415987,-9999.0,0,4
35.06716765134405,-84.39357337467449,545.8624,61090000300415988,-9999.0,0,4
35.066820059305535,-84.3930862852158,491.7793,61090000300415989,-9999.0,0,4
35.06646829547822,-84.39263859732823,509.42383,61090000300415990,-9999.0,0,4
35.06611702822379,-84.39218747573833,520.63873,61090000300415991,37.83282,0,4
35.06576655448787,-84.39173010273954,520.30145,61090000300415992,11.997483,0,4
35.06541601366157,-84.39127427591617,522.659,61090000300415993,29.166063,0,4
35.06506643944088,-84.39081044179176,510.29318,61090000300415994,-9999.0,0,4
35.06471692446323,-84.39034681643066,498.21686,61090000300415995,26.813337,0,4
35.06436724982898,-84.38988531796896,489.94794,61090000300415996,28.755241,0,4
35.064017701536365,-84.38942323993832,480.5643,61090000300415997,-9999.0,0,4
35.06366763860759,-84.38896636301901,480.63342,61090000300415998,-9999.0,0,4
35.063317134396456,-84.38851392197614,488.77695,61090000300415999,12.371694,0,4
35.06296692357316,-84.38805910473776,492.57947,61090000300416000,13.257859,0,4
35.06261679699324,-84.38760373451105,495.38632,61090000300416001,10.255323,0,1
35.06226683602877,-84.38714698237483,495.70114,61090000300416002,-9999.0,0,1
35.061916418424005,-84.38669463059125,504.05487,61090000300416003,-9999.0,0,1
35.0615634640003,-84.38626615671606,555.89594,61090000300416004,-9999.0,0,1
35.06121261959718,-84.3858182334465,572.32153,61090000300416005,-9999.0,0,1
35.06086860384241,-84.38530758075362,474.35278,61090000300416006,72.84548,0,1
35.06051916175133,-84.3848462843342,466.5876,61090000300416007,48.708534,0,1
35.060169399083456,-84.38438752073655,463.58078,61090000300416008,-9999.0,0,1
35.05981929096634,-84.38393145608012,465.64758,61090000300416009,16.516644,0,1
35.05946902786453,-84.38347636571885,469.63544,61090000300416010,-9999.0,0,1
35.05911889260214,-84.38301971685954,470.9105,61090000300416011,-9999.0,0,1
35.058768200095464,-84.382567826764,480.99243,61090000300416012,-9999.0,0,1
35.05841764466648,-84.38211438586826,488.35556,61090000300416013,16.586418,0,1
35.05806796580907,-84.3816526754152,480.72626,61090000300416014,-9999.0,0,1
35.0577182829335,-84.38119080813996,472.9005,61090000300416015,-9999.0,0,1
35.05736730552273,-84.3807406367165,486.50372,61090000300416016,-9999.0,0,1
35.057017177867806,-84.38028258766123,485.79834,61090000300416017,-9999.0,0,1
35.05666320890861,-84.37985963342351,549.2128,61090000300416018,-9999.0,0,1
35.05631618627383,-84.3793731181081,496.65707,61090000300416019,-9999.0,0,1
35.055962880712414,-84.37894413214028,549.1513,61090000300416020,-9999.0,0,1
35.05561556038191,-84.37846047415456,501.8807,61090000300416021,16.640524,0,1
35.05526536011136,-84.37800330784843,502.98523,61090000300416022,17.292625,0,1
35.05491558087032,-84.37754247561871,497.4077,61090000300416023,-9999.0,0,1
35.05456558538941,-84.37708386522435,495.88306,61090000300416024,16.480137,0,1
35.05421138373592,-84.37666402026618,565.10815,61090000300416025,-9999.0,0,1
35.053864640648065,-84.37617627062492,510.36157,61090000300416026,-9999.0,0,1
35.05351439625554,-84.37572093372525,514.7483,61090000300416027,-9999.0,0,1
35.05316455014909,-84.37526238573543,513.2311,61090000300416028,-9999.0,0,1
35.05281558952611,-84.37479621647806,497.75003,61090000300416029,-9999.0,0,1
35.05246119324176,-84.37438029535181,573.9289,61090000300416030,-9999.0,0,1
35.0521155485757,-84.37388489796572,504.95944,61090000300416031,-9999.0,0,1
35.05176625386348,-84.37342351248472,497.99225,61090000300416032,-9999.0,0,1
35.05141672664782,-84.37296491225096,496.01865,61090000300416033,18.092136,0,1
35.05106713579928,-84.37250753280463,496.18643,61090000300416034,14.758848,0,1
35.050717613708684,-84.37205010188305,496.18494,61090000300416035,-9999.0,0,1
35.05036810656123,-84.37159305563117,496.82095,61090000300416036,14.5561905,0,1
35.05001872327399,-84.37113533831186,496.17877,61090000300416037,-9999.0,0,1
35.049669303579044,-84.37067836652759,496.8533,61090000300416038,-9999.0,0,1
35.04931736284327,-84.37024479856522,540.21716,61090000300416039,-9999.0,0,1
35.04896799085067,-84.36978803351485,541.21576,61090000300416040,-9999.0,0,1
35.048618762273364,-84.36933020397106,540.25824,61090000300416041,-9999.0,0,1
35.04826948805961,-84.36887297389404,540.39484,61090000300416042,-9999.0,0,1
35.04792025030693,-84.36841553563717,540.162,61090000300416043,-9999.0,0,1
35.04757100490509,-84.36795824173075,540.2127,61090000300416044,-9999.0,0,1
35.04722177554157,-84.36750081693265,540.0558,61090000300416045,-9999.0,0,1
35.04687500678901,-84.36702086048172,498.81012,61090000300416046,-9999.0,0,4
35.04652575480209,-84.36656350534824,498.87515,61090000300416047,-9999.0,0,4
35.04617639366046,-84.36610699592907,500.54697,61090000300416048,-9999.0,0,4
35.04582700892842,-84.36565049186352,502.3034,61090000300416049,-9999.0,0,4
35.04547769983017,-84.36519302556074,502.3881,61090000300416050,-9999.0,0,4
35.04512832282463,-84.36473586247948,503.12128,61090000300416051,-9999.0,0,4
35.04477875932664,-84.36428002781547,506.38483,61090000300416052,8.661547,0,4
35.044429369476106,-84.36382216493516,506.06442,61090000300416053,12.045512,0,4
35.04407986997863,-84.36336481862585,506.81314,61090000300416054,9.936517,0,4
35.04373029409692,-84.36290762315991,507.9754,61090000300416055,10.815829,0,4
35.043380790355144,-84.36244916150227,506.9762,61090000300416056,-9999.0,0,4
35.043030425842055,-84.36199791205429,519.2997,61090000300416057,-9999.0,0,4
35.04268066097073,-84.36154052911199,520.5827,61090000300416058,-9999.0,0,4
35.04233091739027,-84.36108232848716,520.5181,61090000300416059,-9999.0,0,4
35.041980222564845,-84.36063222300378,535.36664,61090000300416060,-9999.0,0,4
35.04162949001574,-84.36018191844457,549.972,61090000300416061,-9999.0,0,4
35.04128138899849,-84.35970706566054,519.8738,61090000300416062,-9999.0,0,4
35.04092888655741,-84.35927192735791,562.3763,61090000300416063,-9999.0,0,4
35.04057994183177,-84.35880385890269,544.8497,61090000300416064,-9999.0,0,4
35.04023139332252,-84.35833176696181,520.054,61090000300416065,-9999.0,0,4
35.0398818651493,-84.3578682426129,510.9662,61090000300416066,-9999.0,0,4
35.039531245858406,-84.35741435092991,519.51385,61090000300416067,-9999.0,0,4
35.03918133771874,-84.35695366872514,515.7069,61090000300416068,-9999.0,0,4
35.03844443162251,-84.36002546995144,6967.2173,61090000300416069,-9999.0,0,4
35.03848101984827,-84.35603611952997,515.13965,61090000300416070,-9999.0,0,1
35.03813083578002,-84.35557726578818,514.729,61090000300416071,-9999.0,0,1
35.037782171535554,-84.35510438442802,488.7062,61090000300416072,-9999.0,0,1
35.03743036345578,-84.3546600770739,514.83124,61090000300416073,-9999.0,0,1
35.037080085132246,-84.35420172639753,515.29175,61090000300416074,-9999.0,0,1
35.03673293284507,-84.35371478569073,463.52402,61090000300416075,-9999.0,0,1
35.036381708141036,-84.35326500637618,479.54547,61090000300416076,-9999.0,0,1
35.03602701915387,-84.3528468746675,553.27826,61090000300416077,-9999.0,0,1
35.03567680365498,-84.35238796205974,552.4932,61090000300416078,-9999.0,0,1
35.035326519165956,-84.3519297748499,552.9482,61090000300416079,-9999.0,0,1
35.034976318382064,-84.3514709513264,552.14685,61090000300416080,-9999.0,0,1
35.03462603553346,-84.35101304632862,552.91473,61090000300416081,-9999.0,0,1
35.03427581593982,-84.35055474261848,552.845,61090000300416082,-9999.0,0,1
35.0339256083868,-84.3500964993485,552.7809,61090000300416083,-9999.0,0,1
