lat_lowestmode,lon_lowestmode,elev_lowestmode,shot_number,agbd,l4_quality_flag,land_cover_data/pft_class
37.55947997188067,-82.45682027778743,261.9092,60740000200262464,115.14398,0,4
37.55980854100492,-82.45634034460028,289.45862,60740000200262465,250.1602,0,4
37.56013607897298,-82.45586213970341,321.56952,60740000200262466,229.9537,0,4
37.56046267798986,-82.45538550664017,357.83102,60740000200262467,126.59806,0,4
37.56079970336643,-82.45489127124942,346.47876,60740000200262468,311.22586,0,4
37.561142570176735,-82.45438716793258,308.41818,60740000200262469,75.88907,0,4
37.56148650985507,-82.4538812408707,265.38873,60740000200262470,296.98392,0,4
37.561822487935906,-82.45338873165724,258.57138,60740000200262471,60.772865,0,4
37.56216209428042,-82.45289008686083,235.17557,60740000200262472,49.109417,0,4
37.562499759836975,-82.45239470167384,220.5937,60740000200262473,161.01857,0,4
37.56283665102147,-82.45190060773317,209.5235,60740000200262474,19.878334,0,4
37.56317301710187,-82.45140738414099,200.8459,60740000200262475,93.000946,0,4
37.56350938071977,-82.45091414881466,192.19781,60740000200262476,139.21498,0,4
37.5638439905721,-82.45042385595255,191.5711,60740000200262477,46.801693,0,4
37.564178146349235,-82.44993431246068,193.06131,60740000200262478,12.545119,0,4
37.56451292711187,-82.44944369748883,191.76974,60740000200262479,18.518038,0,4
37.56484787222894,-82.44895278768864,189.80789,60740000200262480,12.514889,0,4
37.565182225047906,-82.44846285937518,190.64142,60740000200262481,55.260548,0,4
37.56551598931485,-82.44797390591576,194.26945,60740000200262482,54.101116,0,4
37.56584783881985,-82.44748816447985,206.74931,60740000200262483,19.977633,0,4
37.56617999189931,-82.44700189193509,217.98888,60740000200262484,9.780093,0,4
37.56651285620873,-82.44651440011803,226.14885,60740000200262485,99.23307,0,4
37.56684620077904,-82.44602607835596,232.29596,60740000200262486,85.68016,0,4
37.56717817318575,-82.44554005168018,244.88594,60740000200262487,102.671364,0,4
37.56750948218052,-82.44505512401078,260.7076,60740000200262488,279.87646,0,4
37.56783829690662,-82.44457438423443,288.11804,60740000200262489,26.910166,0,4
37.5681724684359,-82.4440845846982,291.35263,60740000200262490,106.25923,0,4
37.568858351307945,-82.44307532323415,218.5337,60740000200262491,163.7713,0,4
37.56919875024834,-82.44257494719162,193.979,60740000200262492,30.825243,0,4
37.56953436564081,-82.44208261816509,191.37083,60740000200262493,11.021081,0,4
37.56986944915419,-82.4415911613687,191.31451,60740000200262494,11.125208,0,4
37.5702012029782,-82.4411052970678,206.5359,60740000200262495,17.967415,0,4
37.570536265161586,-82.44061382334192,206.76506,60740000200262496,21.781103,0,4
37.57087459436152,-82.44011680910099,192.16792,60740000200262497,86.13624,0,4
37.5712092398949,-82.43962598232368,194.39526,60740000200262498,11.033437,0,4
37.57154434879196,-82.43913434426797,194.52493,60740000200262499,11.125208,0,4
37.571879083766504,-82.43864330708017,196.35176,60740000200262500,52.485054,0,4
37.572206243974634,-82.43816502134806,232.66241,60740000200262501,136.0747,0,4
37.57253550885537,-82.43768315238286,259.33112,60740000200262502,105.41181,0,4
37.57286553309264,-82.43719996955252,282.46487,60740000200262503,258.81433,0,4
37.5732016796222,-82.43670642190351,277.606,60740000200262504,36.291233,0,4
37.57353603447659,-82.43621586335692,280.7911,60740000200262505,219.5086,0,4
37.57387956722676,-82.43570978134579,242.01591,60740000200262506,355.46735,0,4
37.5742191747861,-82.43521028705551,220.95985,60740000200262507,25.289188,0,4
37.5745553048606,-82.43471662434764,215.56288,60740000200262508,85.8047,0,4
37.574892923890836,-82.43422041096092,203.16902,60740000200262509,63.153328,0,4
37.575223550790085,-82.43373595901427,222.40152,60740000200262510,82.80723,0,4
37.57555215532225,-82.43325488084672,250.59444,60740000200262511,177.06525,0,4
37.57588114271798,-82.4327731163581,276.7641,60740000200262512,155.41173,0,4
37.576210430922046,-82.43229080331231,301.26602,60740000200262513,196.6293,0,4
37.576542414001956,-82.43180390142759,313.19604,60740000200262514,162.41046,0,4
37.57687178392864,-82.43132136950953,336.7517,60740000200262515,118.75457,0,4
37.577201574016875,-82.43083808890823,358.12958,60740000200262516,99.39617,0,4
37.577537314019146,-82.43034472718804,352.1456,60740000200262517,47.661423,0,4
37.577873456408994,-82.42985064774143,344.0945,60740000200262518,251.32568,0,4
37.57820361202952,-82.42936663464403,363.10074,60740000200262519,84.40355,0,4
37.57853188285811,-82.42888576550546,390.49008,60740000200262520,137.59308,0,4
37.57886195110749,-82.4284018260411,409.49985,60740000200262521,119.76333,0,4
37.579198237819725,-82.42790735440468,399.9967,60740000200262522,198.72731,0,4
37.57953225023063,-82.4274166857341,400.6942,60740000200262523,31.08394,0,4
37.57986698403346,-82.4269247643772,397.96017,60740000200262524,177.2273,0,6
37.58020147113746,-82.4264332247842,396.21567,60740000200262525,199.83035,0,6
37.58053638378968,-82.42594093292885,392.41537,60740000200262526,51.239796,0,6
37.58087277054342,-82.42544611953493,381.79642,60740000200262527,159.31184,0,6
37.581204629422025,-82.42495891640641,391.72186,60740000200262528,10.238476,0,6
37.58153864843933,-82.42446803492886,391.72986,60740000200262529,6.519322,0,6
37.58187003405344,-82.42398156740816,403.6816,60740000200262530,102.96781,0,6
37.582213388380374,-82.42347486497503,361.0478,60740000200262531,98.816795,0,6
37.582552609941935,-82.42297510844733,337.21854,60740000200262532,3.899083,0,6
37.58288837551219,-82.4224811563107,329.1238,60740000200262533,242.98813,0,6
37.58322543511942,-82.42198499070211,315.13464,60740000200262534,356.44196,0,6
37.58356441430356,-82.42148555595476,292.41132,60740000200262535,35.395683,0,6
37.58390206692527,-82.42098833282172,275.76505,60740000200262536,27.726564,0,6
37.58424285804196,-82.42048578405256,244.86176,60740000200262537,166.3122,0,6
37.58457828625363,-82.41999226419908,238.44911,60740000200262538,9.048458,0,6
37.58490597572538,-82.4195118059319,267.72702,60740000200262539,23.643888,0,6
37.5852327717993,-82.41903283846459,301.13184,60740000200262540,147.17479,0,6
37.58555914614688,-82.41855456911074,336.51837,60740000200262541,110.86844,0,6
37.58589330651284,-82.41806314351173,336.47998,60740000200262542,217.01947,0,6
37.58622987823606,-82.41756763915129,325.51312,60740000200262543,358.1722,0,6
37.586563379384856,-82.41707731512214,328.60052,60740000200262544,235.56284,0,6
37.58690202659839,-82.41657830178923,308.29834,60740000200262545,221.28232,0,4
37.5872317452717,-82.41609436702868,328.7548,60740000200262546,203.61438,0,4
